Date,Reason,Curtailment (MWh)
2024-11-09,System,6.9963255575007
2024-11-10,Local,8035.2804725542655
2024-11-10,System,2.47416687
2024-11-11,Local,746.8953023055403
2024-11-12,Local,6376.573240643461
2024-11-12,System,6.7741657983333345
2024-11-13,Local,980.1694521237786
2024-11-13,System,0.7125000383333333
2024-11-14,Local,4558.807325384601
2024-11-14,System,2.2541668525
2024-11-15,Local,12637.556275677227
2024-11-15,System,8.14583525
2024-11-16,Local,22372.65829594619
2024-11-16,System,4.0331084725
2024-11-17,Local,12171.342102211252
2024-11-17,System,0.12500001916666664
2024-11-18,Local,18300.14576743316
2024-11-18,System,6.975000153333333
2024-11-19,Local,7412.4335574459665
2024-11-19,System,1.1066669716666666
2024-11-20,Local,1415.9694280943156
2024-11-20,System,6.898627131666666
2024-11-21,Local,417.5364274068839
2024-11-21,System,2.480000115
2024-11-22,Local,1135.5617655448928
2024-11-23,Local,23.23404570724786
2024-11-24,Local,2931.8538399702697
2024-11-24,System,4.361702328994367
2024-11-25,Local,103.23729215915607
2024-11-26,Local,0.7049999233333333
2024-11-26,System,1.692499923333333
2024-11-27,Local,95.74623603456303
2024-11-27,System,6.518816447499997
2024-11-28,Local,230.96865013837166
2024-11-29,Local,4.825548684166666
2024-11-29,System,14.251593607499998
2024-11-30,Local,5.802462877777746
2024-11-30,System,4.055982933333333
2024-12-01,Local,112.18531424239293
2024-12-01,System,0.34749989833333333
2024-12-02,Local,186.18949717160305
2024-12-02,System,0.13916679416666583
2024-12-03,Local,20.11004739807207
2024-12-03,System,0.21499988583333332
2024-12-04,Local,173.44868760819898
2024-12-05,Local,157.8377312823727
2024-12-05,System,1.2689709486111092
2024-12-06,Local,12.699661749999995
2024-12-06,System,0.4885835624999991
2024-12-07,Local,30.542778463888908
2024-12-07,System,2.8218264816666663
2024-12-08,Local,128.53693516737053
2024-12-08,System,6.448016160413059
2024-12-09,Local,226.9787543263316
2024-12-10,Local,5210.129647411601
2024-12-11,Local,97.90761100644865
2024-12-11,System,40.55691670833333
2024-12-12,Local,62.93027354565525
2024-12-12,System,25.870832942499998
2024-12-13,Local,147.34024668256924
2024-12-13,System,5.031000073333333
2024-12-14,Local,3999.5024184154113
2024-12-14,System,20.336249996666666
2024-12-15,Local,7307.624824772189
2024-12-15,System,1.2233334608333333
2024-12-16,Local,39.81690198855483
2024-12-16,System,28.772249048333325
2024-12-17,Local,129.6127294866645
2024-12-17,System,54.50202637166666
2024-12-18,Local,391.77946588065157
2024-12-18,System,31.519133994999997
2024-12-19,Local,29.164333471666666
2024-12-19,System,30.060274708333328
2024-12-20,Local,330.460505711853
2024-12-20,System,40.387083829999995
2024-12-21,Local,23.246907335695198
2024-12-21,System,1.4699999933333332
2024-12-22,Local,0.563333295
2024-12-22,System,10.079250689999999
2024-12-23,Local,18.325333970833327
2024-12-23,System,21.260084544166663
2024-12-24,Local,30.2517494775
2024-12-24,System,51.11694513
2024-12-25,Local,34.308441073307705
2024-12-25,System,31.041249522499996
2024-12-26,Local,126.62789036371859
2024-12-26,System,149.7495283049415
2024-12-27,Local,1166.9906923943236
2024-12-27,System,12.153332400833333
2024-12-28,Local,1.7490834858333317
2024-12-28,System,25.911666105833326
2024-12-29,Local,214.08686119245056
2024-12-29,System,2.5908332316666662
2024-12-30,Local,160.79306440701816
2024-12-30,System,792.5824710111772
2024-12-31,Local,431.48575117334605
2024-12-31,System,5.543106822500059
2025-01-01,Local,2275.4227735874842
2025-01-02,Local,1662.2523867634548
2025-01-02,System,2.804206315000029
2025-01-03,Local,23.671053965833174
2025-01-03,System,8.963333561666666
2025-01-04,Local,2317.185872953251
2025-01-04,System,1.9312499875000333
2025-01-05,Local,270.7150147713554
2025-01-05,System,12.823916883333332
2025-01-06,Local,1069.0674902970504
2025-01-06,System,16.57591618333333
2025-01-07,Local,3006.308882287454
2025-01-07,System,4.194167009999999
2025-01-08,Local,1799.8083411444638
2025-01-08,System,2.8816668191666666
2025-01-09,Local,3868.445000906998
2025-01-09,System,1.4972231799999507
2025-01-10,Local,3513.441721435486
2025-01-10,System,5.315583484166665
2025-01-11,Local,7904.903575779839
2025-01-11,System,4852.726629704686
2025-01-12,Local,3644.051828133458
2025-01-12,System,0.28839999999999916
2025-01-13,Local,2844.176814094767
2025-01-13,System,0.6673367916666667
2025-01-14,Local,4512.096584297394
2025-01-14,System,1.6907497708333332
2025-01-15,Local,7050.428824998402
2025-01-15,System,2.7562767817628995
2025-01-16,Local,818.5131407898523
2025-01-16,System,5.6244014191666665
2025-01-17,Local,16383.908286138534
2025-01-17,System,755.1269962594744
2025-01-18,Local,2323.2215528892957
2025-01-18,System,236.87996336277257
2025-01-19,Local,1179.5671915251035
2025-01-19,System,26.688134459999997
2025-01-20,Local,1845.2829628215275
2025-01-20,System,49.65156015138889
2025-01-21,Local,4744.614366325949
2025-01-21,System,5.065833021666742
2025-01-22,Local,636.7098681125897
2025-01-22,System,38.551028565666726
2025-01-23,Local,7869.979985409217
2025-01-23,System,74.87204508451275
2025-01-24,Local,5987.423326134046
2025-01-24,System,32.287089865000354
2025-01-25,Local,773.4562173192429
2025-01-25,System,15.541833078333331
2025-01-26,Local,680.9687149369539
2025-01-26,System,73.71359133805518
2025-01-27,Local,1211.325718787822
2025-01-27,System,23.664166539166647
2025-01-28,Local,4841.15551807431
2025-01-28,System,3.0324998150000373
2025-01-29,Local,11939.192426909029
2025-01-29,System,3.5416671300000293
2025-01-30,Local,13636.577768737307
2025-01-30,System,3.5890138333333246
2025-01-31,Local,3361.263364175034
2025-01-31,System,2.560238905
2025-02-01,Local,11410.559262261151
2025-02-01,System,40.863348609999996
2025-02-02,Local,37018.800463475556
2025-02-02,System,68.272209551868
2025-02-03,Local,4519.55104223639
2025-02-03,System,2.3435835624999983
2025-02-04,Local,15730.742530995214
2025-02-04,System,90.51816617337575
2025-02-05,Local,12266.708520723769
2025-02-05,System,3974.4955269212187
2025-02-06,Local,6406.376682377147
2025-02-06,System,26.634290426666666
2025-02-07,Local,1288.4236160014887
2025-02-07,System,15.80583463
2025-02-08,Local,26809.89515089159
2025-02-08,System,1516.2312703094526
2025-02-09,Local,9955.662446168699
2025-02-09,System,37.45234693708999
2025-02-10,Local,11787.97514200254
2025-02-10,System,12.79066605583343
2025-02-11,Local,18411.396651082658
2025-02-11,System,3.438333613333333
2025-02-12,Local,526.4619599624024
2025-02-12,System,18.506486679999462
2025-02-13,Local,1142.8612654976948
2025-02-13,System,3.875832875833333
2025-02-14,Local,12620.39212690517
2025-02-14,System,16.977920192144264
2025-02-15,Local,25664.93754016224
2025-02-16,Local,8799.290040841688
2025-02-16,System,136.03420104166665
2025-02-17,Local,17316.12370542589
2025-02-17,System,4.207220488333017
2025-02-18,Local,23420.877396470212
2025-02-18,System,0.3558333716666666
2025-02-19,Local,9846.645190723562
2025-02-19,System,25.306000136666775
2025-02-20,Local,16423.137356875708
2025-02-20,System,1029.59369987565
2025-02-21,Local,15813.511877065841
2025-02-21,System,189.91337669031418
2025-02-22,Local,39174.359636082256
2025-02-22,System,2946.8816078893606
2025-02-23,Local,53138.276217645325
2025-02-23,System,43.172970443435226
2025-02-24,Local,33493.80273568516
2025-02-24,System,18.537746167768848
2025-02-25,Local,26647.645565718256
2025-02-25,System,10000.148406090642
2025-02-26,Local,28017.368539616506
2025-02-26,System,77.30670332051196
2025-02-27,Local,13063.434541316086
2025-02-27,System,48.1152064323642
2025-02-28,Local,1422.4444596635615
2025-02-28,System,37.25116995000004
2025-03-01,Local,13397.180211453899
2025-03-01,System,388.2392340399011
2025-03-02,Local,21589.909105142433
