x,irr
1967968.8,0.20770959448685594
2131966.2,0.23141803936476252
2295963.6,0.25468926089608546
2459961.0,0.27758484080545165
2623958.4,0.30014050833688943
2787955.8,0.32237850771908794
2951953.1999999997,0.34431445958266504
